Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Lat,Lng
1486,3/6/15,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,19,unkn,15.552727,48.516388
1487,3/6/15,Capital,Al-Thawrah,Al-Nahdhah neighborhood,Former 1st Armoured Division,Military_Security_Target,Military Site,20,unkn,35.838063,38.5375358
1488,3/6/15,Capital,Al-Sab'ein,Haddah street,The SSF camp ,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
1489,3/6/15,Sanaa,Sanhan,Al-Sawad ,Al-Sawad Military Camp,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
1490,3/6/15,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
1491,3/6/15,Abyan,Zinjibar,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,13.1350213,45.3886399
1492,3/6/15,Aden,Al-Mualla,-,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),19,unkn,12.786872,45.004663
1493,3/6/15,Aden,Al-Mansourah,Takhoom city,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,12.8490567,44.972015
1495,3/6/15,Aden,Al-Mansourah,-,Pro-Houthi forces,Military_Security_Target,Forces,20,unkn,12.8490567,44.972015
1496,3/6/15,Hudaydah,Al-Mina,Al-Katheeb road,Naval Base,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1497,3/6/15,Hudaydah,Zabid,Al-Fazah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,14.2004314,43.3222227
1498,3/6/15,Hudaydah,Al-Tuhayat,Al-Matinah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,14.1845095,43.2303843
1499,3/6/15,Lahj,Tuban,-,Al-Anad Airbase,Military_Security_Target,Military Site,2,unkn,13.257131,44.718924
1500,3/6/15,Marib,Sirwah,Al-Jafinah,Pro-Houthi forces,Military_Security_Target,Forces,2,unkn,15.4503332,45.0198209
1502,3/6/15,Saada,Sihar,"Al-Talh, Bani Mua'adh",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.552727,48.516388
1503,3/6/15,Saada,Sihar,Sabir,Houses,Civilian,Residential Area,unkn,unkn,15.552727,48.516388
1504,3/6/15,Taiz,Shara'ab Al-Salam,Mekhlaf,House,Political_Tribal,Figure,unkn,3,15.552727,48.516388
1505,4/6/15,Capital,Al-Thawrah,Al-Hasabah,Buildings of ministry of health,Infrastructure,Gov. Compounds,17,unkn,35.838063,38.5375358
1506,4/6/15,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1507,4/6/15,Sanaa,Sanhan,Al-Sawad ,Al-Sawad Military Camp,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1508,4/6/15,Sanaa,Hamdan,Wadi Dhahr,Unknown,Unknown,Unknown,17,1,15.552727,48.516388
1509,4/6/15,Sanaa,Bani Al-Harith,Al-qabil village,Unknown,Unknown,Unknown,17,1,15.552727,48.516388
1510,4/6/15,Abyan,Zinjibar,-,The 15th infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,13.1350213,45.3886399
1512,4/6/15,Aden,Al-Tawahi,-,Pro-Houthi forces,Military_Security_Target,Forces,8,1,12.7693008,45.004663
1513,4/6/15,Aden,Dar Sa'ad,Ja'olah,Pro-Houthi forces,Military_Security_Target,Forces,8,1,12.8755774,44.9804165
1514,4/6/15,Aden,Crater,Al-Aqabah and Al-Badri,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,12.7753312,45.0326508
1515,4/6/15,Aden,Khor Maksar,-,Missiles launcher,Military_Security_Target,Forces,unkn,1,12.8104929,45.0326508
1516,4/6/15,Dhamar,Dhamar City,-,The SSF camp,Military_Security_Target,Military Site,unkn,2,14.5974341,44.38039209999999
1517,4/6/15,Dhamar,Dhamar City,-,Local council,Infrastructure,Gov. Compounds,10,unkn,14.5974341,44.38039209999999
1518,4/6/15,Dhamar,Dhamar City,-,PSO,Military_Security_Target,Military Site,10,unkn,14.5974341,44.38039209999999
1519,4/6/15,Dhamar,Dhamar City,-,Al-Qashlah Military Camp,Military_Security_Target,Military Site,10,unkn,14.5974341,44.38039209999999
1520,4/6/15,Hajja,Midi,-,Farms,Economic_infrastructure,Farms,unkn,unkn,16.3197605,42.8125942
1521,4/6/15,Hudaydah,Al-Hudaydah City,-,Houses,Civilian,Residential Area,unkn,unkn,14.7909118,42.9708838
1522,4/6/15,Ibb,Al-Sabrah,Hayel Al-Salqa'a,Unknown,Civilian,Residential Area,unkn,1,15.552727,48.516388
1523,4/6/15,Ibb,Al-Sabrah,Al-Sejar village,Unknown,Civilian,Residential Area,unkn,1,15.552727,48.516388
1524,4/6/15,Saada,Sa'ada,"Al-Maghsal, Al-Jamala",Residential Area,Civilian,Residential Area,unkn,unkn,16.9509413,43.7477743
1525,4/6/15,Saada,Sa'ada,The City,Fuel station,Economic_infrastructure,Oil & Gas,unkn,unkn,16.9509413,43.7477743
1526,4/6/15,Saada,Sa'ada,The City,Al-Amoody family car,Civilian,Vehicle/Bus,unkn,unkn,16.9509413,43.7477743
1527,4/6/15,Saada,Majz,-,Houses,Civilian,Residential Area,unkn,unkn,17.062901,43.59782
1528,4/6/15,Taiz,Al-Mukha,-,Unknown,Unknown,Unknown,1,5,13.3203021,43.2473146
1530,4/6/15,Taiz,Al-Taiziyah,Al-Zenoj,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.552727,48.516388
1531,4/6/15,Taiz,Al-Taiziyah,50 and 60 streets and Wadi Al-Harir,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.552727,48.516388
1532,4/6/15,Taiz,Al-Taiziyah,Al-Hashmah,School,Educational_facility,School,unkn,1,15.552727,48.516388
1533,5/6/15,Capital,Al-Sab'ein,Haddah street,The SSF camp,Military_Security_Target,Military Site,16,unkn,15.552727,48.516388
1534,5/6/15,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,23,unkn,15.3567529,44.1748372
1535,5/6/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1536,5/6/15,Capital,Al-Sab'ein,Al-Nahdin,Al-Nahdain Military Camp,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1537,5/6/15,Capital,Al-Sab'ein,Al-Nahdain,The presidental palace,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1538,5/6/15,Capital,Al-Sab'ein,Khawlan street,Facilities management complex,Infrastructure,Gov. Compounds,23,unkn,15.552727,48.516388
1539,5/6/15,Sanaa,Sanhan,Al-Sawad ,Al-Sawad Military Camp,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1540,5/6/15,Aden,Khor Maksar,Jazeerah Al-Omal,Pro-Houthi forces,Military_Security_Target,Forces,3,unkn,12.8104929,45.0326508
1541,5/6/15,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,3,unkn,12.8104929,45.0326508
1543,5/6/15,Amran,Harf Sufyan,Wasit village,Unknown,Unknown,Unknown,22,5,15.552727,48.516388
1544,5/6/15,Bayda,Al-Taffah,Al-Daqiq mountain,Pro-Houthi forces,Military_Security_Target,Forces,11,3,15.552727,48.516388
1545,5/6/15,Bayda,Dhi Al-Na'im,"Al-Kasarah, Al-Sirah",Pro-Houthi forces,Military_Security_Target,Forces,11,6,15.552727,48.516388
1546,5/6/15,Dhamar,Dhamar City,Al-Darb,The community college,Educational_facility,University,1,unkn,14.5974341,44.38039209999999
1547,5/6/15,Dhamar,Dhamar City,Al-Darb,The technical Institute,Educational_facility,Institute,1,unkn,14.5974341,44.38039209999999
1548,5/6/15,Hajja,Harad,Ahim junction,3 Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,16.4036677,43.0631953
1549,5/6/15,Hajja,Harad,Ahim junction,Civilian vehicles,Civilian,Vehicle/Bus,unkn,unkn,16.4036677,43.0631953
1550,5/6/15,Ibb,Al-Sayani,Al-Najd Al-Ahmar ,Pro-Houthi forces,Military_Security_Target,Forces,17,1,15.552727,48.516388
1551,5/6/15,Ibb,Ibb,Shaban,The SSF camp,Military_Security_Target,Military Site,17,1,13.9720929,44.1625338
1552,5/6/15,Saada,Sa'ada,Rahban,Unknown,Civilian,Residential Area,unkn,unkn,16.9509413,43.7477743
1553,5/6/15,Saada,Ghamir,-,Unknown,Civilian,Residential Area,unkn,unkn,15.552727,48.516388
1554,5/6/15,Shabwa,Ataq,-,Rescue police HQ,Military_Security_Target,Military Site,11,4,14.5295644,46.83012739999999
1555,5/6/15,Shabwa,Ataq,-,Al-Jalfouz checkpoint,Military_Security_Target,Checkpoints,11,unkn,14.5295644,46.83012739999999
1556,5/6/15,Shabwa,Ataq,-,Al-Hamra'a checkpoint,Military_Security_Target,Checkpoints,11,unkn,14.5295644,46.83012739999999
1557,5/6/15,Shabwa,Haban,Al-Dhala'ah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,14.3545083,47.0802023
1559,5/6/15,Taiz,Al-Taiziyah,"Jarah mountain, A-Zinoj area",Unknown,Civilian,Residential Area,unkn,unkn,15.552727,48.516388
1560,6/6/15,Abyan,Zinjibar,-,The 15th infantry Brigade,Military_Security_Target,Military Site,17,unkn,13.1350213,45.3886399
1561,6/6/15,Aden,Al-Mansourah,Beer Fadhl,Pro-Houthi forces,Military_Security_Target,Forces,11,unkn,12.8490567,44.972015
1562,6/6/15,Amran,Qaflah Odhr,-,Pro-Houthi forces,Military_Security_Target,Forces,16,unkn,15.552727,48.516388
1563,6/6/15,Amran,Bani Suraim,"Al Balhusain junction, Bani Qais",House ( belongs to Nabt Al-Halhali ),Civilian,Residential Area,17,2,15.552727,48.516388
1564,6/6/15,Amran,Khamir,Al Husain,Pro-Houthi forces,Military_Security_Target,Forces,16,unkn,16.1052399,43.971691
1565,6/6/15,Amran,Harf Sufyan,Wasit,Trucks,Civilian,Vehicle/Bus,unkn,unkn,15.552727,48.516388
1566,6/6/15,Amran,Harf Sufyan,Wasit,Trucks,Civilian,Vehicle/Bus,unkn,unkn,15.552727,48.516388
1567,6/6/15,Dhalie,Al-Dhalie,Sanah,Pro-Houthi forces,Military_Security_Target,Forces,23,1,13.7032564,44.7334536
1568,6/6/15,Hajja,Bakil Al-Mir,-,House,Civilian,Residential Area,unkn,unkn,15.552727,48.516388
1569,6/6/15,Hajja,Hajja City,-,School,Educational_facility,School,unkn,unkn,15.7030403,43.6039301
1570,6/6/15,Hajja,Hajja City,-,Doctors housing place,Medical_facility,Other,unkn,unkn,15.7030403,43.6039301
1571,6/6/15,Hajja,Hajja City,-,Health centre,Medical_Facility,Medical Centres,unkn,unkn,15.7030403,43.6039301
1572,6/6/15,Hajja,Khayran Al-Mahriq,-,IDPs camp,Civilian,Residential Area,unkn,1,15.552727,48.516388
1573,6/6/15,Jawf,Khab Wa Al-Sha'af,Al-Yatmah,House ( belongs to local Sheikh Al-Sha'ef ),Civilian,Residential Area,20,1,15.552727,48.516388
1574,6/6/15,Jawf,Khab Wa Al-Sha'af,Al-Arfa'a mountain,Pro-Houthi forces,Military_Security_Target,Forces,20,unkn,15.552727,48.516388
1575,6/6/15,Jawf,Khab Wa Al-Sha'af,Al-Yatmah,The governmental compound,Infrastructure,Gov. Compounds,20,unkn,15.552727,48.516388
1576,6/6/15,Lahj,Tuban,-,Al-Anad Airbase,Military_Security_Target,Military Site,unkn,unkn,13.257131,44.718924
1577,6/6/15,Saada,Sa'ada,-,The Republican guard camp,Military_Security_Target,Military Site,16,unkn,16.9509413,43.7477743
1578,6/6/15,Saada,Haydan,Marran mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,16.7762818,43.4331702
1579,6/6/15,Saada,Haydan,Bani Sa'ad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,16.7762818,43.4331702
1580,6/6/15,Saada,Haydan,Al-Sha'af,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,16.7762818,43.4331702
1581,6/6/15,Taiz,Al-Mudhaffar,Al-Noor city,Air Defence Military Camp,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1582,6/6/15,Taiz,Al-Qaherah,Al-Wa'ash mountain,Pro-Houthi forces,Military_Security_Target,Forces,23,unkn,32.3182314,-86.902298
1583,7/6/15,Capital,Al-Tahrir,Al-Qeiadah neighborhood,The higher command of the armed forces    ,Military_Security_Target,Military Site,1,4,15.552727,48.516388
1584,7/6/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,2,unkn,15.552727,48.516388
1585,7/6/15,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,2,1,15.552727,48.516388
1586,7/6/15,Capital,Shu'oub,Sarf,The development Military Camp ,Military_Security_Target,Military Site,9,1+,15.279167,43.975833
1587,7/6/15,Capital,Al-Thawrah,-,Military Academy,Military_Security_Target,Military Site,8,unkn,35.838063,38.5375358
1588,7/6/15,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,23,unkn,15.552727,48.516388
1589,7/6/15,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1590,7/6/15,Capital,Azal,Noqom mountain,Anti-Aircraft,Military_Security_Target,Military Site,unkn,unkn,15.3567529,44.1748372
1591,7/6/15,Capital,Al-Thawrah,Al-Nahdhah neighborhood,Former 1st Armoured Division,Military_Security_Target,Military Site,23,unkn,35.838063,38.5375358
1592,7/6/15,Sanaa,Hamdan,Dhila'a,Unknown,Unknown,Unknown,8,unkn,15.552727,48.516388
1593,7/6/15,Sanaa,Bani Hushaysh,Al-Tawil mountain,Al-Tawil Military Camp,Military_Security_Target,Military Site,9,unkn,15.552727,48.516388
1594,7/6/15,Sanaa,Bani Hushaysh,Sarif,Khoshm Al-Bakrah Military Camp,Military_Security_Target,Military Site,9,unkn,15.552727,48.516388
1595,7/6/15,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,12,3,15.552727,48.516388
1596,7/6/15,Sanaa,Hamdan,Al-Mahjar,Telecommunications site,Infrastructure,Communication,23,unkn,15.552727,48.516388
1597,7/6/15,Sanaa,Hamdan,Dhila'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1598,7/6/15,Aden,Dar Sa'ad,The green city,Pro-Houthi forces,Military_Security_Target,Moving Target (weapons/fighters),15,unkn,12.8755774,44.9804165
1599,7/6/15,Aden,Dar Sa'ad,The green city,Bus ,Civilian,Vehicle/Bus,unkn,1,12.8755774,44.9804165
1600,7/6/15,Bayda,Mukayras,Aqabah Thirah,Pro-Houthi forces,Military_Security_Target,Forces,18,unkn,13.9426434,45.6787098
1601,7/6/15,Lahj,Tuban,-,Al-Anad Airbase,Military_Security_Target,Military Site,15,4,13.257131,44.718924
1602,7/6/15,Lahj,Tuban,Sabir,Sabir jail,Military_Security_Target,Military Site,unkn,7,13.257131,44.718924
1603,7/6/15,Marib,Sirwah,Al-Jafinah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.4503332,45.0198209
1604,7/6/15,Saada,Al-Safra'a,Al Ammar,Pro-Houthi forces,Military_Security_Target,Forces,24,3,15.11806,48.19429
1605,7/6/15,Saada,Kitaf Wa Al-Boqe'e,-,Pro-Houthi forces,Military_Security_Target,Forces,24,3,17.037629,44.1221682
1606,7/6/15,Saada,Sihar,Al-qabil village,House,Civilian,Residential Area,unkn,unkn,15.552727,48.516388
1607,7/6/15,Taiz,Dhubab,Bab Al-Mandab,Oil station,Economic_infrastructure,Oil & Gas,2,unkn,12.9422264,43.4126877
1608,8/6/15,Capital,Al-Sab'ein,-,House ( belongs to Abdulmalik Al-Sayani ),Political_Tribal,Figure,9,unkn,15.552727,48.516388
1609,8/6/15,Capital,Al-Sab'ein,Haddah street,The SSF camp ,Military_Security_Target,Military Site,9,unkn,15.552727,48.516388
1611,8/6/15,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,20,unkn,15.552727,48.516388
1612,8/6/15,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,6,1,15.552727,48.516388
1613,8/6/15,Sanaa,Hamdan,-,House ( belongs to Military commander Ahmed Al-Dhafif ),Political_Tribal,Figure,20,1,15.552727,48.516388
1614,8/6/15,Sanaa,Hamdan,Wadi Dhahr,Unknown,Unknown,Unknown,22,4,15.552727,48.516388
1615,8/6/15,Aden,Dar Sa'ad,The green city,Pro-Houthi forces,Military_Security_Target,Forces,1,1,12.8755774,44.9804165
1616,8/6/15,Amran,Qaflah Odhr,-,Al-Qaflah Military Camp,Military_Security_Target,Military Site,22,7,15.552727,48.516388
1619,8/6/15,Lahj,Tuban,Sabir,5th Missiles Brigade,Military_Security_Target,Military Site,unkn,1,13.257131,44.718924
1621,8/6/15,Marib,Sirwah,Al-Jafinah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.4503332,45.0198209
1622,8/6/15,Marib,Marib,Al-Fao,House ( belongs to A local Shiekh Ja'ier Al-Shareef ),Political_Tribal,Figure,unkn,4,15.4700312,45.3228575
1623,8/6/15,Saada,Kitaf Wa Al-Boqe'e,-,131st infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,17.037629,44.1221682
1624,8/6/15,Saada,Sihar,"Wadi Sabir, Al-Mazro', Al-Khaza'en",Unknown,Civilian,Residential Area,unkn,unkn,15.552727,48.516388
1625,8/6/15,Saada,Sihar,Bani Mua'dh,Farm,Economic_infrastructure,Farms,unkn,3,15.552727,48.516388
1626,8/6/15,Saada,Razih,-,Unknown,Unknown,Unknown,unkn,unkn,15.552727,48.516388
1627,8/6/15,Saada,Shada'a,-,Unknown,Unknown,Unknown,unkn,unkn,15.3694451,44.1910066
1628,8/6/15,Saada,Sihar,Ain,Pro-Houthi forces,Military_Security_Target,Forces,18,6,15.552727,48.516388
1629,8/6/15,Saada,Shada'a,Al-Dhaia'ah,Residential Area,Civilian,Residential Area,22,unkn,15.3694451,44.1910066
1630,8/6/15,Shabwa,Ataq,-,The PSO,Military_Security_Target,Military Site,unkn,1,14.5295644,46.83012739999999
1631,9/6/15,Capital,Al-Safiah,Bab Al-Yemen,Ministry of Defence,Military_Security_Target,Military Site,2,5,15.552727,48.516388
1632,9/6/15,Capital,Al-Wahdah,Al-Zobairy street,House ( belongs to a member of the permanent committee Noman Dwaid ),Political_Tribal,Figure,2,1,15.3404108,44.1886345
1633,9/6/15,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,5,2,15.552727,48.516388
1634,9/6/15,Aden,Al-Buraiqah,Beer Ahmad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,15.552727,48.516388
1635,9/6/15,Aden,Khor Maksar,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,12.8104929,45.0326508
1636,9/6/15,Aden,Al-Buraiqah,Beer Ahmad,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn,15.552727,48.516388
1637,9/6/15,Aden,Dar Sa'ad,Beer Fadhl,pro-Houthi forces,Military_Security_Target,Forces,17,unkn,12.8755774,44.9804165
1638,9/6/15,Aden,Al-Buraiqah,Enma'a city,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn,15.552727,48.516388
1639,9/6/15,Amran,Harf Sufyan,-,Trucks,Economic_infrastructure,Food (storage/transportation),9,unkn,15.552727,48.516388
1640,9/6/15,Amran,Harf Sufyan,-,Trucks,Economic_infrastructure,Food (storage/transportation),9,unkn,15.552727,48.516388
1641,9/6/15,Dhalie,Al-Dhalie,-,Al-Safra'a collage,Educational_facility,University,9,unkn,13.7032564,44.7334536
1642,9/6/15,Dhalie,Al-Dhalie,-,Educational compound,Infrastructure,Gov. Compounds,9,unkn,13.7032564,44.7334536
1643,9/6/15,Dhalie,Al-Dhalie,The City,Aboud Military Camp,Military_Security_Target,Military Site,9,unkn,13.7032564,44.7334536
1644,9/6/15,Dhalie,Qatabah,-,The SSF camp,Military_Security_Target,Military Site,unkn,unkn,13.8506865,44.7029603
1645,9/6/15,Dhalie,Qatabah,-,The SSF camp,Military_Security_Target,Military Site,18,2,13.8506865,44.7029603
1646,9/6/15,Dhalie,Al-Dhalie,Sinah,The Central jail,Military_Security_Target,Military Site,18,1,13.7032564,44.7334536
1647,9/6/15,Hajja,Harad,-,pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,16.4036677,43.0631953
1648,9/6/15,Hajja,Mustaba,-,Gas station,Economic_infrastructure,Oil & Gas,unkn,3,16.0505242,48.9755474
1649,9/6/15,Ibb,Dhi As Sufal,Al-Qaedah city,Checkpoint,Military_Security_Target,Checkpoints,unkn,unkn,14.1137541,48.7053404
1650,9/6/15,Jawf,Al-Ghayl,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,16.05,43.883333
1651,9/6/15,Marib,Sirwah,Wadi Al-Jafinah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,15.4503332,45.0198209
1652,9/6/15,Marib,Marib,-,Republican palace,Military_Security_Target,Military Site,1,unkn,15.4700312,45.3228575
1653,9/6/15,Marib,Sirwah,-,Pro-Houthi forces,Military_Security_Target,Forces,1,unkn,15.4503332,45.0198209
1654,9/6/15,Saada,Al-Dhaher,-,Pro-Houthi forces,Military_Security_Target,Forces,16,9,15.552727,48.516388
1655,9/6/15,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi forces,Military_Security_Target,Forces,16,1,15.552727,48.516388
1656,9/6/15,Saada,Shada'a,-,Pro-Houthi forces,Military_Security_Target,Forces,16,2,15.3694451,44.1910066
1657,9/6/15,Saada,Razih,-,Unknown,Unknown,Unknown,22,unkn,15.552727,48.516388
1658,9/6/15,Saada,Shada'a,-,Unknown,Unknown,Unknown,22,unkn,15.3694451,44.1910066
1659,9/6/15,Saada,Sihar,Al-Mahadhir,Trucks,Civilian,Vehicle/Bus,unkn,unkn,15.552727,48.516388
1660,9/6/15,Taiz,Salah,Al-Hoban,The zoo,Infrastructure,Parks/Resorts,14,2,15.552727,48.516388
1661,9/6/15,Taiz,Salah,Al-Hoban,Weapons Storage,Military_Security_Target,weapon storage,14,unkn,15.552727,48.516388
1664,9/6/15,Taiz,Al-Mukha,-,Air Defence Military Camp,Military_Security_Target,Military Site,14,3,13.3203021,43.2473146
1666,10/6/15,Aden,Al-Buraiqah,Ras Amran,Pro-Houthi forces,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,15.552727,48.516388
1667,10/6/15,Aden,Khor Maksar,-,Shinaz power station,Economic_infrastructure,Water & Electricity,10,1,12.8104929,45.0326508
1668,10/6/15,Aden,Al-Tawahi,Al-Qaloa'ah,Al-Qaloa'ah tunnel,Infrastructure,Transport,24,unkn,12.7693008,45.004663
1669,10/6/15,Amran,Qaflah Odhr,-,The governmental compound,Infrastructure,Gov. Compounds,unkn,unkn,15.552727,48.516388
1670,10/6/15,Amran,Qaflah Odhr,-,The market,Civilian,Market place,unkn,unkn,15.552727,48.516388
1671,10/6/15,Jawf,Khab Wa Al-Sha'af,Al-Aqabah ,Pro-Houthi forces,Military_Security_Target,Forces,9,unkn,15.552727,48.516388
1672,10/6/15,Marib,Sirwah,Mashijah,Pro-Houthi forces,Military_Security_Target,Forces,16,2,15.4503332,45.0198209
1673,10/6/15,Saada,Razih,"Tanbazah, Al-Arem",Pro-Houthi forces,Military_Security_Target,Forces,9,unkn,15.552727,48.516388
1674,10/6/15,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi forces,Military_Security_Target,Forces,9,unkn,15.552727,48.516388
1675,11/6/15,Jawf,Al-Ghayl,-,Unknown,Unknown,Unknown,unkn,unkn,16.05,43.883333
1676,11/6/15,Jawf,Al-Hazm,-,YEC building,Economic_infrastructure,Food (storage/transportation),17,unkn,16.1672432,44.7791562
1677,11/6/15,Marib,Sirwah,Al-Jafinah,pro-Houthi forces,Military_Security_Target,Forces,16,3,15.4503332,45.0198209
1678,11/6/15,Saada,Razih,Bani Sayah,Pro-Houthi forces,Military_Security_Target,Forces,8,2,15.552727,48.516388
1679,11/6/15,Saada,Haydan,-,pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,16.7762818,43.4331702
1680,11/6/15,Saada,Haydan,Al-Shat,Farm,Economic_infrastructure,Farms,unkn,unkn,16.7762818,43.4331702
1681,11/6/15,Saada,Baqim,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,17.4414109,43.4644802
1682,12/6/15,Capital,Shu'oub,Al-Hasabah,Military police camp,Military_Security_Target,Military Site,1,1,15.279167,43.975833
1683,12/6/15,Capital,Al-Thawrah,Al-Hasabah,Textile factory,Economic_infrastructure,Private factory,1,unkn,35.838063,38.5375358
1684,12/6/15,Capital,Old City,Al-Qasimi neighbourhood,Residential Area,Cultural_heritage,Historical buildings/Towns,1,1,15.3558731,44.2135356
1685,12/6/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,unkn,15.552727,48.516388
1686,12/6/15,Capital,Al-Sab'ein,Bait Ma'yad,Residential Area,Civilian,Residential Area,23,unkn,15.552727,48.516388
1687,12/6/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,23,unkn,15.552727,48.516388
1688,12/6/15,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,24,unkn,15.552727,48.516388
1689,12/6/15,Capital,Al-Sab'ein,Al-Nahdain,The presidental palace,Military_Security_Target,Military Site,24,unkn,15.552727,48.516388
1691,12/6/15,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,2,unkn,15.552727,48.516388
1692,12/6/15,Sanaa,Bani Matar,Ayban mountain,Military Site,Military_Security_Target,Military Site,2,unkn,15.552727,48.516388
1693,12/6/15,Sanaa,Sanhan,Al-Jarda'a,House ( belongs to the former president Ali Saleh ),Political_Tribal,Figure,23,unkn,15.552727,48.516388
1694,12/6/15,Amran,Amran,The City,310th Armoured Brigade,Military_Security_Target,Military Site,17,1,16.2569214,43.9436788
1695,12/6/15,Amran,Amran,-,The Military police HQ,Political_Tribal,HQ,17,unkn,16.2569214,43.9436788
1696,12/6/15,Amran,Amran,-,The governmental compound,Infrastructure,Gov. Compounds,17,3,16.2569214,43.9436788
1697,12/6/15,Jawf,Khab Wa Al-Sha'af,Nobah Bin Abd,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn,15.552727,48.516388
1698,12/6/15,Lahj,Al-Musaymir,Aqan junction,Pro-Houthi forces,Military_Security_Target,Military Site,unkn,unkn,13.4385,44.6110309
1699,12/6/15,Lahj,Al-Musaymir,Qaif junction,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,13.4385,44.6110309
1700,12/6/15,Saada,Razih,Al-Nadheer city,House  ( belongs to local shiekh Awadh Al-Farah ),Political_Tribal,Figure,unkn,1,15.552727,48.516388
1701,12/6/15,Saada,Sa'ada,-,An empty square,Unknown,Unknown,unkn,1,16.9509413,43.7477743
1702,12/6/15,Saada,Monabbih,-,Houses,Civilian,Residential Area,unkn,unkn,15.552727,48.516388
1703,12/6/15,Saada,Baqim,Yasnim,Market,Civilian,Market place,unkn,unkn,17.4414109,43.4644802
1704,12/6/15,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,unkn,2,15.552727,48.516388
